"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"19-Apr-2024","EQ","734.50","752.00","732.05","744.80","750.00","750.45","743.33","793.40","528.00","1,08,86,554","8,09,23,49,855.55","1,91,080"
"18-Apr-2024","EQ","752.05","759.95","742.00","751.70","746.10","744.80","750.48","793.40","528.00","1,45,89,648","10,94,92,56,502.45","2,71,371"
"16-Apr-2024","EQ","751.25","754.90","744.40","757.50","752.80","751.70","750.07","793.40","528.00","1,33,38,991","10,00,52,42,780.00","2,02,899"
"15-Apr-2024","EQ","759.80","763.30","748.75","766.30","758.90","757.50","756.89","793.40","528.00","1,13,56,572","8,59,57,00,637.00","2,03,154"
"12-Apr-2024","EQ","777.25","779.50","764.80","779.05","766.55","766.30","772.32","793.40","524.40","1,44,08,722","11,12,81,57,762.80","2,45,294"
"10-Apr-2024","EQ","766.50","780.70","763.65","764.20","777.40","779.05","772.90","793.40","524.40","1,45,30,669","11,23,07,49,541.10","2,01,570"
"09-Apr-2024","EQ","768.45","772.45","761.10","768.30","765.05","764.20","766.79","793.40","524.40","74,65,892","5,72,47,66,013.05","1,27,868"
"08-Apr-2024","EQ","766.05","770.00","761.80","764.75","767.60","768.30","766.03","793.40","524.40","97,97,174","7,50,49,31,342.05","1,93,392"
"05-Apr-2024","EQ","757.95","767.70","752.60","759.30","765.90","764.75","760.39","793.40","519.05","99,39,620","7,55,79,66,836.05","1,59,848"
"04-Apr-2024","EQ","775.00","775.30","758.10","771.05","760.80","759.30","763.24","793.40","519.05","1,58,89,530","12,12,74,83,574.70","2,63,762"
"03-Apr-2024","EQ","764.90","772.60","760.15","766.40","771.00","771.05","767.84","793.40","519.05","1,91,36,981","14,69,42,03,509.30","2,77,412"
"02-Apr-2024","EQ","758.20","768.75","753.35","758.30","765.95","766.40","761.63","793.40","519.05","1,57,13,063","11,96,75,15,949.70","1,99,522"
"01-Apr-2024","EQ","759.05","761.50","752.10","752.35","758.00","758.30","757.16","793.40","519.05","99,49,971","7,53,36,78,627.05","1,55,072"
"28-Mar-2024","EQ","737.75","759.55","736.90","733.30","752.95","752.35","750.83","793.40","501.55","2,17,05,116","16,29,67,64,834.75","2,50,615"
"27-Mar-2024","EQ","743.00","745.85","730.20","740.05","736.50","733.30","735.91","793.40","501.55","3,00,88,789","22,14,26,32,347.65","3,03,834"
"26-Mar-2024","EQ","743.05","747.85","738.50","746.70","741.80","740.05","741.15","793.40","501.55","1,46,78,342","10,87,88,01,267.10","4,71,853"
"22-Mar-2024","EQ","743.85","748.80","741.40","744.30","746.50","746.70","746.09","793.40","501.55","1,55,35,921","11,59,11,96,217.50","2,61,750"
"21-Mar-2024","EQ","742.00","750.60","740.55","736.25","742.80","744.30","745.38","793.40","501.55","1,51,61,161","11,30,08,17,864.00","2,97,397"
"20-Mar-2024","EQ","725.15","738.95","719.80","723.80","736.60","736.25","731.17","793.40","501.55","2,54,05,455","18,57,56,65,608.10","4,11,626"
"19-Mar-2024","EQ","730.00","734.35","721.15","730.95","722.55","723.80","727.47","793.40","501.55","1,52,05,043","11,06,12,61,059.95","2,03,852"
"18-Mar-2024","EQ","727.10","737.90","722.10","731.90","732.45","730.95","729.81","793.40","501.55","1,81,45,126","13,24,25,20,782.95","2,66,091"
"15-Mar-2024","EQ","739.25","746.55","723.00","741.05","732.65","731.90","731.27","793.40","501.55","2,97,92,241","21,78,60,99,985.35","3,82,516"
"14-Mar-2024","EQ","749.90","750.80","734.05","747.25","741.00","741.05","743.03","793.40","501.55","1,97,30,882","14,66,06,90,669.70","3,04,735"
"13-Mar-2024","EQ","758.65","763.70","743.00","759.70","747.40","747.25","751.85","793.40","501.55","2,79,50,252","21,01,43,17,799.65","4,62,302"
"12-Mar-2024","EQ","770.00","777.75","757.35","773.70","759.00","759.70","764.67","793.40","501.55","2,15,29,705","16,46,30,45,923.05","3,90,497"
"11-Mar-2024","EQ","790.00","792.80","770.55","788.05","773.95","773.70","778.59","793.40","501.55","1,67,78,340","13,06,34,54,668.35","3,87,291"
"07-Mar-2024","EQ","790.00","793.40","783.00","783.90","786.00","788.05","788.54","793.40","501.55","1,54,97,868","12,22,07,05,592.60","2,19,629"
"06-Mar-2024","EQ","783.65","790.30","772.90","783.95","783.70","783.90","783.81","790.30","501.55","2,67,10,525","20,93,60,92,585.05","5,03,262"
"05-Mar-2024","EQ","769.50","786.95","769.10","772.05","784.60","783.95","782.20","786.95","501.55","1,80,88,847","14,14,91,13,322.65","4,04,509"
"04-Mar-2024","EQ","774.40","777.00","769.00","773.30","771.35","772.05","772.72","777.50","501.55","97,89,141","7,56,42,84,699.60","1,97,362"
"02-Mar-2024","EQ","771.95","777.00","768.90","769.15","773.70","773.30","774.03","777.50","501.55","11,58,960","89,70,65,444.75","27,382"
"01-Mar-2024","EQ","752.00","772.00","751.95","748.10","770.00","769.15","763.20","777.50","501.55","1,73,48,526","13,24,04,13,220.45","3,09,262"
"29-Feb-2024","EQ","743.90","753.90","737.15","742.50","753.00","748.10","745.74","777.50","501.55","1,92,17,113","14,33,08,98,842.35","3,89,495"
"28-Feb-2024","EQ","749.85","756.75","741.00","749.85","743.00","742.50","747.76","777.50","501.55","1,12,63,318","8,42,22,54,972.85","2,83,338"
"27-Feb-2024","EQ","758.90","762.35","742.20","758.90","749.50","749.85","751.69","777.50","501.55","1,39,69,393","10,50,06,29,239.15","3,15,352"
"26-Feb-2024","EQ","755.00","766.35","752.70","759.05","758.40","758.90","759.32","777.50","501.55","1,13,55,186","8,62,22,14,664.70","2,80,156"
"23-Feb-2024","EQ","765.90","770.50","755.00","765.90","760.35","759.05","761.81","777.50","501.55","1,41,43,636","10,77,48,10,691.75","4,79,997"
"22-Feb-2024","EQ","773.00","773.00","757.00","771.50","766.95","765.90","764.01","777.50","501.55","1,87,99,244","14,36,28,48,260.80","3,72,278"
"21-Feb-2024","EQ","760.65","777.50","759.60","760.10","772.05","771.50","770.65","777.50","501.55","2,14,65,311","16,54,22,28,829.40","4,41,746"
"20-Feb-2024","EQ","759.05","763.50","754.00","759.25","760.65","760.10","759.33","774.60","501.55","1,25,28,399","9,51,31,87,763.75","2,60,985"
"19-Feb-2024","EQ","758.70","765.00","750.00","754.70","759.65","759.25","758.61","774.60","501.55","1,39,79,584","10,60,50,31,489.65","2,53,774"
"16-Feb-2024","EQ","763.45","774.60","753.35","761.70","757.35","754.70","763.14","774.60","501.55","2,73,65,121","20,88,33,78,535.90","5,19,358"
"15-Feb-2024","EQ","747.70","764.00","741.65","743.40","760.40","761.70","754.14","764.00","501.55","3,39,41,282","25,59,65,07,159.35","8,63,114"
"14-Feb-2024","EQ","705.55","748.50","705.55","713.45","743.00","743.40","730.54","748.50","501.55","3,67,82,182","26,87,09,28,805.05","4,93,455"
"13-Feb-2024","EQ","708.55","718.00","702.15","707.90","711.35","713.45","711.68","728.35","501.55","2,33,51,472","16,61,86,87,259.40","3,64,739"
"12-Feb-2024","EQ","726.00","726.00","704.50","725.25","707.00","707.90","713.27","728.35","501.55","2,28,73,137","16,31,48,27,822.60","5,73,623"
"09-Feb-2024","EQ","703.65","728.35","694.20","699.55","725.45","725.25","711.47","728.35","501.55","4,32,35,061","30,76,02,44,551.05","7,57,763"
"08-Feb-2024","EQ","680.40","718.90","678.50","675.25","699.80","699.55","700.87","718.90","501.55","7,42,22,434","52,02,06,33,464.10","9,78,644"
"07-Feb-2024","EQ","655.05","677.95","655.00","650.25","677.50","675.25","669.94","677.95","501.55","4,16,96,232","27,93,40,60,703.15","7,97,692"
"06-Feb-2024","EQ","644.45","655.00","637.70","642.95","654.80","650.25","644.26","660.55","501.55","1,40,79,390","9,07,07,37,392.70","2,30,842"
"05-Feb-2024","EQ","647.10","654.80","638.75","649.65","643.00","642.95","646.89","660.55","501.55","2,83,39,525","18,33,25,81,475.65","3,48,687"
"02-Feb-2024","EQ","652.00","660.55","646.70","647.65","648.00","649.65","653.81","660.55","499.35","2,74,71,811","17,96,12,31,828.75","3,62,306"
"01-Feb-2024","EQ","642.75","652.95","633.25","640.50","648.50","647.65","644.85","660.40","499.35","2,65,87,707","17,14,50,97,528.60","3,41,287"
"31-Jan-2024","EQ","626.40","643.20","622.00","626.75","641.55","640.50","634.65","660.40","499.35","2,32,70,745","14,76,87,84,599.55","3,31,696"
"30-Jan-2024","EQ","625.45","633.50","624.20","622.95","625.50","626.75","628.36","660.40","499.35","1,69,66,577","10,66,11,20,748.15","3,40,803"
"29-Jan-2024","EQ","619.00","629.50","615.60","612.75","624.20","622.95","622.28","660.40","499.35","1,95,72,140","12,17,92,66,716.90","3,75,931"
"25-Jan-2024","EQ","618.50","623.80","606.25","618.30","615.00","612.75","612.47","660.40","499.35","2,26,84,904","13,89,39,36,068.05","2,95,756"
"24-Jan-2024","EQ","609.95","622.35","603.10","605.10","618.00","618.30","615.78","660.40","499.35","1,92,21,835","11,83,64,60,488.35","2,74,606"
"23-Jan-2024","EQ","627.00","634.90","600.65","631.40","606.00","605.10","613.88","660.40","499.35","3,09,54,343","19,00,24,05,937.25","4,09,569"
"20-Jan-2024","EQ","629.00","633.80","624.10","627.75","631.00","631.40","628.99","660.40","499.35","98,86,760","6,21,87,02,860.50","1,33,765"
"19-Jan-2024","EQ","633.00","635.50","624.70","628.30","628.70","627.75","629.47","660.40","499.35","1,16,75,202","7,34,91,40,974.30","2,08,754"
"18-Jan-2024","EQ","625.80","633.45","619.05","626.00","628.50","628.30","627.46","660.40","499.35","1,46,95,436","9,22,07,94,332.40","2,39,183"
"17-Jan-2024","EQ","624.00","636.80","623.00","636.90","626.45","626.00","628.60","660.40","499.35","3,00,16,308","18,86,83,96,654.85","4,28,458"
"16-Jan-2024","EQ","640.00","644.90","633.45","640.10","637.55","636.90","639.72","660.40","499.35","1,50,25,543","9,61,21,87,789.45","2,53,396"
"15-Jan-2024","EQ","638.90","645.50","636.10","633.60","640.80","640.10","640.23","660.40","499.35","1,68,44,018","10,78,40,99,571.95","3,00,031"
"12-Jan-2024","EQ","623.80","636.50","621.10","620.20","635.25","633.60","630.54","660.40","499.35","1,66,20,797","10,48,01,04,627.65","3,02,558"
"11-Jan-2024","EQ","626.00","627.15","618.50","621.75","621.25","620.20","621.85","660.40","499.35","1,55,33,860","9,65,97,92,551.10","2,84,550"
"10-Jan-2024","EQ","624.80","625.30","618.20","625.40","622.00","621.75","622.15","660.40","499.35","1,27,42,464","7,92,76,74,893.10","2,13,657"
"09-Jan-2024","EQ","632.00","634.35","624.50","627.00","625.95","625.40","629.70","660.40","499.35","1,34,00,235","8,43,80,88,899.05","2,36,123"
"08-Jan-2024","EQ","640.00","645.00","625.05","641.95","627.90","627.00","633.49","660.40","499.35","1,47,39,531","9,33,73,25,175.95","3,36,839"
"05-Jan-2024","EQ","645.00","651.75","637.75","642.75","641.45","641.95","645.02","660.40","499.35","1,59,84,585","10,31,04,53,920.00","2,72,662"
"04-Jan-2024","EQ","642.50","646.40","638.65","643.45","643.60","642.75","642.95","660.40","499.35","1,38,83,388","8,92,63,55,539.75","2,71,568"
"03-Jan-2024","EQ","639.35","648.00","635.80","639.45","644.50","643.45","643.21","660.40","499.35","1,45,71,772","9,37,27,32,858.90","2,52,225"
"02-Jan-2024","EQ","641.35","648.00","633.85","641.35","639.20","639.45","640.47","660.40","499.35","1,51,64,482","9,71,23,46,967.95","2,49,803"
"01-Jan-2024","EQ","642.20","646.90","638.00","642.05","638.10","641.35","643.93","660.40","499.35","82,95,548","5,34,17,16,373.30","2,57,804"
"29-Dec-2023","EQ","645.50","649.60","639.55","651.40","641.70","642.05","642.49","660.40","499.35","1,32,21,898","8,49,49,32,618.15","3,32,467"
"28-Dec-2023","EQ","650.25","653.30","646.50","648.55","649.30","651.40","650.46","660.40","499.35","1,69,82,092","11,04,61,12,701.50","3,01,058"
"27-Dec-2023","EQ","640.75","649.45","639.00","638.05","648.65","648.55","645.18","660.40","499.35","1,44,17,646","9,30,19,72,173.20","2,95,473"
"26-Dec-2023","EQ","638.85","641.30","635.65","636.75","638.50","638.05","639.19","660.40","499.35","1,01,53,089","6,48,97,68,989.95","2,98,625"
"22-Dec-2023","EQ","644.75","649.40","635.15","643.75","637.20","636.75","642.31","660.40","499.35","1,49,98,068","9,63,33,65,890.05","3,07,210"
"21-Dec-2023","EQ","632.15","648.95","627.50","636.45","644.00","643.75","639.02","660.40","499.35","1,99,15,516","12,72,64,51,072.85","3,47,188"
"20-Dec-2023","EQ","658.70","660.40","633.95","655.40","634.55","636.45","647.91","660.40","499.35","2,25,42,056","14,60,51,96,613.65","4,19,233"
"19-Dec-2023","EQ","648.50","659.60","640.25","648.50","656.00","655.40","652.88","659.60","499.35","1,99,64,008","13,03,41,25,974.85","3,84,049"
"18-Dec-2023","EQ","646.65","655.65","642.40","648.25","647.60","648.50","650.04","655.65","499.35","1,62,21,796","10,54,48,32,650.95","3,47,590"
"15-Dec-2023","EQ","628.00","650.00","619.85","623.65","648.30","648.25","638.08","650.00","499.35","2,98,13,572","19,02,34,30,389.90","4,33,979"
"14-Dec-2023","EQ","626.00","627.75","622.40","619.85","623.65","623.65","624.37","629.55","499.35","1,58,13,797","9,87,36,63,687.10","3,36,921"
"13-Dec-2023","EQ","614.45","620.50","611.65","612.40","619.00","619.85","616.90","629.55","499.35","1,39,77,914","8,62,29,77,354.10","2,79,821"
"12-Dec-2023","EQ","617.00","617.95","610.80","614.25","612.05","612.40","613.75","629.55","499.35","1,44,94,836","8,89,61,94,867.15","2,82,774"
"11-Dec-2023","EQ","615.00","619.90","613.10","614.15","614.20","614.25","615.99","629.55","499.35","1,17,06,255","7,21,08,78,840.80","2,85,158"
"08-Dec-2023","EQ","610.00","616.80","605.35","611.70","614.50","614.15","610.67","629.55","499.35","1,77,22,136","10,82,23,16,306.20","2,94,891"
"07-Dec-2023","EQ","610.00","612.55","605.00","608.45","611.50","611.70","609.73","629.55","499.35","1,07,25,706","6,53,97,46,289.50","2,48,309"
"06-Dec-2023","EQ","614.00","614.00","604.55","608.25","607.70","608.45","609.96","629.55","499.35","2,14,39,069","13,07,69,49,822.20","2,73,409"
"05-Dec-2023","EQ","595.05","611.30","595.05","594.70","608.25","608.25","606.37","629.55","499.35","3,64,30,152","22,09,01,96,336.45","4,32,396"
"04-Dec-2023","EQ","588.00","596.00","584.55","571.75","595.90","594.70","590.28","629.55","499.35","2,60,77,882","15,39,31,75,008.05","3,86,859"
"01-Dec-2023","EQ","567.00","574.20","566.55","564.75","571.85","571.75","571.83","629.55","499.35","1,06,14,230","6,06,95,42,121.05","1,89,868"
"30-Nov-2023","EQ","569.75","570.20","563.65","568.60","565.15","564.75","566.22","629.55","499.35","1,97,58,998","11,18,79,29,536.50","3,14,822"
"29-Nov-2023","EQ","568.00","569.00","565.10","564.45","568.35","568.60","567.58","629.55","499.35","1,02,99,034","5,84,55,06,569.15","2,06,929"
"28-Nov-2023","EQ","563.60","565.20","561.10","560.35","564.80","564.45","563.42","629.55","499.35","81,53,314","4,59,37,27,819.70","1,86,090"
"24-Nov-2023","EQ","561.95","562.45","559.25","559.95","560.70","560.35","560.63","629.55","499.35","65,29,851","3,66,08,04,948.55","1,55,259"
"23-Nov-2023","EQ","561.75","563.50","558.30","558.95","560.50","559.95","560.72","629.55","499.35","63,76,210","3,57,52,82,774.35","1,98,344"
"22-Nov-2023","EQ","562.95","564.50","555.15","561.50","559.50","558.95","559.00","629.55","499.35","1,49,09,071","8,33,42,45,035.50","2,47,815"
"21-Nov-2023","EQ","566.00","566.65","561.00","563.75","561.40","561.50","563.11","629.55","499.35","1,42,80,013","8,04,12,32,058.75","2,23,495"
"20-Nov-2023","EQ","564.00","566.80","560.60","563.05","563.50","563.75","564.68","629.55","499.35","1,27,14,585","7,17,96,13,743.45","2,64,832"
"17-Nov-2023","EQ","574.50","574.50","562.10","584.65","562.90","563.05","566.16","629.55","499.35","3,71,73,221","21,04,59,79,976.30","6,82,644"
"16-Nov-2023","EQ","584.70","588.00","582.90","584.70","584.10","584.65","585.40","629.55","499.35","86,22,660","5,04,76,71,165.75","1,79,964"
"15-Nov-2023","EQ","587.25","588.00","582.60","581.35","584.00","584.70","584.93","629.55","499.35","1,13,97,676","6,66,68,56,921.25","2,21,182"
"13-Nov-2023","EQ","581.00","582.50","575.20","581.30","581.30","581.35","578.71","629.55","499.35","1,12,82,362","6,52,91,78,380.05","1,77,978"
"12-Nov-2023","EQ","584.75","584.75","580.10","579.50","580.85","581.30","581.85","629.55","499.35","19,47,722","1,13,32,73,076.55","53,935"
"10-Nov-2023","EQ","577.80","581.00","575.40","578.35","580.25","579.50","578.70","629.55","499.35","67,73,038","3,91,95,67,928.90","1,19,792"
"09-Nov-2023","EQ","581.00","581.85","576.50","580.30","577.60","578.35","578.27","629.55","499.35","1,24,34,363","7,19,04,09,015.15","1,67,584"
"08-Nov-2023","EQ","581.90","582.60","579.00","579.75","580.40","580.30","580.52","629.55","499.35","1,54,34,808","8,96,01,48,835.65","3,91,419"
"07-Nov-2023","EQ","574.80","581.20","572.60","574.35","580.35","579.75","577.36","629.55","499.35","1,79,23,281","10,34,81,72,706.10","4,66,280"
"06-Nov-2023","EQ","582.00","582.50","573.25","578.15","573.95","574.35","575.70","629.55","499.35","1,64,99,138","9,49,84,82,029.95","3,30,138"
"03-Nov-2023","EQ","576.00","579.50","573.45","572.10","579.15","578.15","577.35","629.55","499.35","1,13,71,371","6,56,52,79,355.45","2,05,720"
"02-Nov-2023","EQ","571.10","575.45","567.60","566.40","572.00","572.10","571.18","629.55","499.35","1,11,48,516","6,36,78,49,377.00","2,12,716"
"01-Nov-2023","EQ","566.25","569.65","563.85","565.55","567.30","566.40","567.16","629.55","499.35","1,35,75,575","7,69,95,15,897.65","2,40,220"
"31-Oct-2023","EQ","567.00","569.50","563.15","565.20","565.95","565.55","566.37","629.55","499.35","1,30,39,696","7,38,53,12,631.25","2,36,664"
"30-Oct-2023","EQ","563.00","566.70","556.50","561.15","566.20","565.20","562.29","629.55","499.35","85,93,704","4,83,21,88,898.35","1,91,150"
"27-Oct-2023","EQ","550.00","562.50","550.00","547.00","561.70","561.15","558.49","629.55","499.35","1,04,15,296","5,81,68,77,868.95","2,10,599"
"26-Oct-2023","EQ","551.45","552.90","543.20","556.20","547.00","547.00","547.27","629.55","499.35","1,94,24,825","10,63,06,51,336.60","3,17,445"
"25-Oct-2023","EQ","558.60","560.80","553.60","552.95","556.60","556.20","557.67","629.55","499.35","1,21,34,624","6,76,71,61,161.25","2,62,171"
"23-Oct-2023","EQ","563.10","566.00","551.00","563.10","552.40","552.95","559.35","629.55","499.35","1,18,75,035","6,64,23,19,960.75","2,63,251"
"20-Oct-2023","EQ","569.90","570.00","562.10","571.20","562.80","563.10","565.15","629.55","499.35","1,11,10,988","6,27,93,75,187.50","2,82,726"
